RED1,RED2,OCCURRENCE,ISSUE
5,32,74,22004 21149 20114 20028 20006 19143 19117 19096 19081 18122 18096 18088 18052 18009 17134 17111 17047 17021 16140 16110 16095 16061 16060 16058 15151 15031 14131 14129 14099 14090 14033 13119 13101 12154 12151 12149 12146 12068 12018 11138 11092 10094 10057 09133 09128 09116 09114 09071 09063 08105 08079 08026 07094 07082 07066 07017 07013 06149 06116 06060 06043 06008 05055 05043 05034 05024 04081 04057 04027 04019 03061 03044 03039 03011 
5,33,68,21140 21128 21117 21112 21093 21057 21046 21011 21008 20129 20081 20023 19117 19113 19075 19017 17129 17047 17021 17007 16129 16110 16043 15132 15125 15038 14132 14083 14060 14043 14033 14010 12145 12100 12093 12085 12068 12037 12023 11132 09145 09140 09134 08144 08128 08117 08070 08018 07125 07114 07066 06116 06113 06096 06078 06055 05129 05124 05096 05094 05055 05005 04116 04099 04003 03063 03054 03044 
6,7,79,22039 22014 21085 21040 21020 20042 20041 20038 19127 19109 19039 18128 18127 18047 18037 17141 17135 17105 17061 16094 15099 15083 14147 14067 14049 14022 14017 13121 13062 13061 13052 13045 13029 13015 12134 12124 12118 12079 12047 11149 11134 11086 11064 10125 10038 10002 09153 09150 09129 09125 09119 09112 09109 09092 09023 08098 08060 07133 07120 07078 07061 07059 07046 07039 06098 06051 06045 05147 05140 05114 05048 05043 04067 04050 04044 04010 03084 03049 03004 
6,8,96,21114 21086 21064 21025 21006 20098 20072 20051 20016 20009 19123 19107 19090 19080 19067 19057 19027 19002 18150 18128 18126 18121 18084 18059 18043 18037 18013 17019 17014 17009 16129 16125 16115 16061 16049 16028 16017 15151 15103 15086 15077 14095 13125 13111 13102 13074 13045 13001 12013 12003 11004 11002 10124 10106 10072 10054 10048 10005 09153 09151 09147 09125 09047 08151 08104 08097 08096 08088 08062 08060 08015 08003 07102 07095 07077 07070 07029 06122 06120 06108 06107 06066 06027 06009 05140 05116 05073 05048 05043 04109 04100 04055 04018 04010 03072 03064 
6,9,63,22017 22006 21136 21063 21057 21020 21013 21003 20111 20110 20020 19151 19079 19065 19052 19040 19008 19002 18126 18113 18089 18052 18020 17143 17129 17009 16143 16137 16093 15098 15059 15018 14144 14137 14122 14100 14084 14078 14062 14048 13075 12113 12094 12044 12017 11086 11005 10103 09036 09014 08113 08097 07127 07064 07046 07029 07021 05074 05073 05002 04119 04114 04100 
6,10,82,22039 21086 21024 21002 20072 20008 19135 19050 19027 19007 19001 18135 18098 18092 18063 18042 18020 17152 17068 17031 16137 16094 16074 16055 16023 15099 15077 15016 14144 14140 14100 14084 14076 14022 14003 13145 13129 13029 13004 12044 12015 11113 11101 11072 11053 11004 10120 10090 10063 10049 10048 10030 09151 09147 09126 09121 09119 09051 08151 08142 08113 08098 07151 07139 07084 07031 07006 06098 06086 06049 06045 05124 05114 05072 05058 05057 05048 05017 04109 04042 03084 03004 
6,11,93,21085 21082 21069 21036 21031 21024 21020 20099 20098 20051 20042 20008 19135 19132 19069 19067 19065 19055 19050 19039 19027 18135 18127 18102 18098 18091 18021 18017 17141 17124 17123 17096 17072 17005 16151 16107 16074 16070 16054 15099 15075 15038 15019 14140 14137 14126 14123 14122 14088 14040 14026 14003 13148 13123 13015 12148 12114 12047 12042 11118 11113 11085 11072 10124 10042 10038 10034 10017 09103 09087 09068 09047 08098 08089 08031 08015 08003 07151 07133 07120 07067 07061 07055 07029 07021 06098 06079 06066 06027 05138 05127 05019 03072 
6,12,77,21090 21013 20099 20092 20088 20040 19138 19127 19073 19043 18089 18084 18082 18047 17145 17114 17105 17096 17061 17019 17005 16126 16112 16094 16082 16074 16028 15038 15018 14104 14076 14040 13148 13131 13112 13083 13061 13017 13016 12118 12079 11086 11053 11005 11002 10153 10124 10123 10100 10054 10028 10017 09148 09119 09028 09006 08113 08096 08070 08053 07139 07120 07084 07076 07031 06050 06049 06013 06010 05140 05026 05019 05016 04044 03064 03062 03040 
6,13,85,22014 22001 21082 21002 20109 20020 19057 19052 19043 19008 19001 18091 18071 18069 18059 18013 17141 17128 17114 17087 17086 16097 16096 16052 16049 16019 16001 15103 15098 15094 15077 15075 14146 14138 14119 14084 14074 14037 13145 13120 13112 13061 13033 13015 13013 12137 12134 12113 12105 12092 12055 11063 11015 11004 10125 10091 10038 10036 10034 09087 09051 08142 08107 08078 08062 08040 08036 08003 07133 07127 07067 06107 06079 06049 06019 05120 05019 04067 04042 04010 03055 03049 03030 03028 03004 
6,14,108,22019 22015 22014 21132 21123 21118 21116 21114 21090 21086 21085 21025 21015 21012 20116 20110 20105 20042 20021 20009 19132 19090 19044 19039 19007 18126 18121 18089 18082 18065 18020 17150 17143 17135 17129 17087 17072 17071 17070 17035 16112 16096 16082 16049 15130 15099 15038 15018 14140 14132 14100 14095 14089 14088 14037 14017 13152 13148 13136 13129 13083 13074 13052 13045 13043 13016 13012 13001 12105 12094 12054 12044 12017 11118 11081 11066 11005 10103 10054 10036 10020 09109 09092 09017 09014 08151 07139 07084 07077 07071 07006 07002 06132 06120 06117 06045 06027 06014 05127 05125 05116 05102 05051 05026 04100 04010 03040 03030 
6,15,87,22039 22014 22011 22006 22001 21136 21123 21078 21064 20099 20086 20072 20028 20020 19121 19083 19070 19065 19055 19007 19001 18150 18143 18127 18052 18013 17141 17133 17114 17022 17009 16137 16112 16093 16082 16081 16037 15130 15116 15068 15016 14132 14062 14040 13095 13043 13034 13023 13001 12118 12105 12058 11063 11017 10131 10123 10106 10090 10088 09148 09119 09047 09037 09035 09028 09023 09017 09015 09014 09003 08098 08070 08059 08031 08030 07076 07070 06120 06050 05147 05116 05114 05057 04074 03065 03064 03005 
6,16,87,22015 21091 21064 21015 21013 21003 20116 20109 20041 20040 20021 19073 19069 19052 19044 18129 18113 18092 18071 18063 18047 17113 17099 17085 17074 17073 17031 17022 16151 16075 16055 16054 16019 16001 15130 15096 15094 15086 15083 15059 15036 14126 14122 14100 14088 14049 14048 14028 13152 13145 13136 13102 13004 12094 12047 10131 10091 10038 10030 10028 09151 09150 09129 09051 08097 08089 08088 08078 08054 08015 07139 07127 07076 07064 07005 06151 06027 06013 06003 05048 05044 05016 05012 04067 03065 03055 03028 
6,17,91,22001 21116 21057 21025 20111 20072 20016 19127 19123 19109 19083 19045 19044 19027 18091 18069 17145 17133 17066 16126 16093 16082 16033 16019 15130 15096 15094 15036 15016 14140 14126 14123 14119 14089 14078 14076 14067 14049 14048 13148 13131 13123 13114 13043 13033 13021 13012 12148 12137 12105 12092 11086 11066 11037 11002 10103 10063 10005 09129 09103 09019 09015 08151 08142 08113 08104 08097 08088 08062 08060 08054 08003 07141 07070 07067 06107 06079 06051 06049 05140 05117 05093 05044 04114 04109 04042 04003 03084 03065 03060 03005 
6,18,85,21118 21116 21073 21069 21064 21025 21024 21012 21003 20092 20038 20028 19151 19073 19070 19057 19040 19002 18148 18129 18089 18054 17135 17133 17114 17022 17014 16126 16112 16107 16094 16070 16061 16033 16001 15086 15083 15068 15061 14132 14087 14076 14067 13152 13136 13125 13120 13061 13023 13015 12131 12113 12092 12054 11072 11063 10123 10005 09147 09112 09092 09068 09037 09036 09014 09006 08107 08070 08036 08030 07120 07102 07095 07070 06098 06085 06066 05125 05120 05074 05073 05044 04119 04042 03059 
6,19,87,22025 21136 21123 21066 21052 20116 20105 20070 20051 20040 20009 19132 19079 19070 19069 19055 19052 19045 19007 18150 18148 18129 18128 18121 18104 18102 18092 18071 18069 17150 17096 17087 17075 17066 16139 16126 16054 16052 16023 15075 15019 14104 14083 13131 13095 13083 13074 13062 13033 13029 13021 13013 12131 12042 12017 11141 11101 11081 11076 11063 10153 10131 09150 09126 09019 09018 09017 08151 08053 08030 08003 07046 07039 07031 07029 06010 05124 05072 05051 05019 04074 04055 04050 04031 04010 03072 03062 
6,20,83,22039 22019 22001 21132 21118 21085 21069 21012 20109 20105 19080 19065 18150 18098 18082 18063 18056 17150 17143 17086 17061 17014 16151 16125 16115 16082 16074 16061 16033 16017 16001 15140 14146 14122 14119 13034 13004 12058 12055 12054 12052 11136 11118 11057 11005 10103 10091 10042 09153 09150 09103 09087 09068 09037 09019 09006 08054 08053 08030 07102 07084 07076 07061 07002 06133 06117 06108 06079 06049 06045 06009 06003 05138 05074 05073 05072 05051 05026 05002 04119 04031 03062 03028 
6,21,69,22019 22001 21112 21052 21036 21031 20121 20070 20040 19121 19069 19050 18148 18102 18056 18043 18042 17150 17129 17123 17075 16129 16120 16096 16028 15075 15068 15033 14142 14083 14028 14022 13114 13052 12148 12124 12015 11118 11085 11076 11057 11023 09153 09119 09051 09047 09035 08071 08053 08031 07077 07071 07067 07064 07029 07002 06085 06045 06013 05114 05058 05051 05027 04114 04050 04042 04031 03060 03055 
6,22,87,22006 21073 21006 21003 20111 20110 20105 20098 20092 20041 20020 19134 19090 18128 18126 18084 18082 18059 18054 18047 18013 17128 17086 17070 17068 17005 16151 16115 16096 16055 16049 16017 16001 15130 15099 15086 15061 14147 14142 14126 14095 14087 13148 13112 13062 13052 13034 13013 13012 12075 12044 12018 11136 11053 11023 11005 10100 10091 10072 10034 10020 09148 09147 09125 09047 08152 08113 08107 08089 08040 07143 07139 07055 07006 07002 06151 06132 06122 06117 06019 05138 05117 05044 05019 05018 05012 04114 
6,23,80,22011 21069 21063 20109 20038 19107 19050 19044 19040 19007 18128 18121 18069 18021 17152 17150 17133 17074 17073 17072 17019 17014 17005 16143 16070 16019 15151 15116 15096 14142 14087 14083 14067 14049 14026 13145 13120 13114 13083 13045 13029 12134 12094 12075 12015 11149 11105 11101 11081 11017 10125 10100 10088 10072 10063 10048 10017 10002 09126 09103 09051 09045 09036 09028 08088 08036 08018 07151 07143 07078 07067 07064 07061 06117 06098 05127 05093 05018 03040 03030 
6,24,70,22025 22017 22011 21114 21091 21073 21063 21040 21006 20111 20105 20092 20086 20041 20038 20016 19151 19127 19080 19070 19043 18092 18084 18082 18043 17035 16143 16096 16052 15096 14062 14048 14037 13145 13052 13001 12079 12055 12052 12042 12013 12003 11141 11086 11085 10091 10063 10020 09129 09112 09103 09023 08104 08096 08062 07143 07127 07039 07005 06122 06120 06108 06086 06085 05102 05072 05021 04100 04031 03049 
6,25,95,22025 22019 22011 21112 21073 21057 21031 21006 21002 20121 20110 20098 20041 19069 18121 18113 18104 18091 18063 18054 18047 18045 17152 17145 17105 17085 17070 17019 16143 16120 16112 16097 16093 16081 16074 16028 16023 15059 15019 14142 14137 14084 14062 14048 14037 14017 13125 13123 13121 13075 13043 13001 12124 12058 12044 12017 11113 11105 11081 11037 11023 10124 10090 10054 10034 10030 09153 09151 09129 09121 09109 09081 09068 09017 09003 08054 08040 07151 07120 07078 07021 06133 06085 06050 05127 05093 05058 05026 05018 05017 04119 04055 04050 03049 03004 
6,26,95,21091 21082 21078 21069 21066 21036 21015 21012 21006 21002 20111 20088 20072 20028 20009 19151 19083 19065 18113 18056 18045 18017 17152 17135 17124 17114 17105 17073 17072 17070 17066 17061 17031 16139 16115 16107 16097 16055 16037 15116 15103 15098 15068 15061 15036 15019 14147 14119 14062 14022 14017 13136 13131 13034 13021 12131 12114 12058 12018 11076 11057 11017 11015 11004 10131 10106 10100 10049 10020 09125 09035 09028 09019 09017 09006 08152 08078 08071 08018 07143 07046 07006 06132 06117 06086 06019 06014 06009 05074 05058 05026 05021 05002 04074 04003 
6,27,68,22015 22014 21114 21090 21078 21013 20116 20086 20021 20016 19149 19135 19107 19045 19039 18089 18037 17113 17061 17031 16125 16115 16107 16093 16049 16033 15098 15077 15068 14144 14126 14104 14089 14028 13129 13121 13062 13004 12124 12114 11105 11072 11015 10088 10049 09125 09019 09018 08107 08096 08089 08071 08062 08053 08040 07084 07039 07006 06121 06051 06027 06010 05147 05117 05114 05017 03072 03030 
6,28,76,22025 22015 21136 21132 21112 21090 21086 21040 21031 21015 20051 20008 19149 19123 19109 19083 19008 18143 18102 18065 18042 18021 18020 17145 17124 17099 17087 17035 16139 16120 16097 16054 16052 15140 15116 15018 14142 14123 14104 14003 13125 13095 13033 13016 13013 13012 12131 12118 12092 12055 12042 12017 11105 11002 10125 10049 10036 09109 09087 08142 08071 08040 08036 08030 07127 07077 07055 05147 05125 05117 05048 05002 04018 03060 03055 03028 
6,29,74,22017 21123 21086 21040 21015 21003 20121 20088 19134 19044 18135 18104 18098 18042 17152 17143 17128 17124 17113 17099 17096 17075 17031 17009 16075 16070 16033 16028 16023 15140 15083 15033 15018 14146 14138 14137 14122 14119 14088 13152 13095 13029 13012 12114 12075 12013 12003 11141 11101 11064 11015 10125 10123 10120 10106 10036 09148 09081 09035 08059 08015 07095 07077 07059 07055 07039 06133 06014 06010 05093 05074 04074 04055 04050 
6,30,84,22017 21066 21052 21025 20099 20088 19138 19134 19123 19121 19067 18045 18037 18020 18017 17133 17085 17074 17073 17072 17068 17005 16139 16125 16081 16019 16017 15140 15103 14089 14074 14037 14028 14003 13075 13023 13017 12105 12079 12054 12013 11134 11066 11064 11053 10153 10088 10072 10036 10002 09151 09121 09112 09081 09068 09045 09023 09018 09003 08152 08098 08078 08060 07071 07070 07005 06132 06108 06107 06066 06051 06009 05147 05120 05116 05057 05021 05016 04109 04018 03065 03064 03059 03005 
6,31,87,22015 22006 21123 21118 21116 21078 21031 21013 20042 20021 19149 19138 19121 19109 19083 19079 19055 19045 19040 18150 18148 18069 18042 17128 17123 17074 17071 17068 17014 16129 16097 16094 16037 15151 15140 15096 15033 15016 14147 14138 14095 14074 13129 13120 13112 13045 13021 13017 12148 12003 11149 11136 11134 11101 11085 10153 10090 10072 10042 10030 09092 09037 09035 08104 08096 08059 08031 07141 07076 07071 07031 07021 06133 06121 06086 06050 05125 05124 05102 05057 05021 05017 05012 04109 04044 03055 03005 
6,32,86,22025 22017 21082 21002 20109 20028 19138 19107 19080 19070 19043 19039 19008 19001 18143 18098 18091 18059 18052 18017 17071 17035 17022 16137 16107 16081 16075 16061 16054 16037 15151 15103 15083 15075 15061 15059 15033 14147 14146 14087 14049 14028 13074 13023 13017 13004 12131 12113 12092 12075 12047 12018 12013 11113 11081 11076 11066 10123 10042 10034 10028 09148 09147 09112 09087 09045 09036 09015 08107 08060 08059 07095 07078 06079 06019 06014 05125 05120 05117 05043 05027 04067 04055 04044 03062 03028 
6,33,74,22011 21116 21112 21091 21066 21057 20098 19149 19135 19132 19067 19001 18143 18092 18065 18054 18013 17129 17113 16151 16143 16129 16037 15098 15061 15038 15036 14140 14138 14132 14123 14087 14083 14076 14003 13114 13111 13075 13034 12124 12094 12079 12054 12047 11113 11076 11064 11057 11017 11002 10103 10048 10002 09036 09006 08078 08070 08018 08015 07133 07102 06132 06121 06120 06066 06014 05124 05072 05002 04119 04100 04003 03084 03065 
7,8,93,22044 22012 21120 21092 21004 20117 20044 20018 20014 19093 19058 19021 18149 18128 18099 18076 18041 18037 18006 17100 17093 17052 17034 17028 17017 16108 16076 15145 15115 15113 15056 14128 14036 14035 14010 13139 13045 13028 13020 12143 12136 12135 12121 12091 11143 11115 11095 11077 11026 11012 10149 10111 10089 10065 10011 10010 09153 09125 09107 09102 09033 08147 08146 08083 08060 07137 07109 07089 07058 07052 06139 06118 06091 06067 06011 05145 05140 05048 05047 05043 05033 05013 05001 04120 04087 04047 04025 04016 04010 03066 03046 03038 03014 
7,9,76,22024 22008 21146 21100 21084 21038 21027 21020 21005 20117 20067 20049 20036 19130 19129 19093 19087 19059 19035 19016 18075 18055 18027 18006 17151 17093 17088 17030 16153 16123 16036 15154 15114 15102 15063 15027 15007 15001 14149 14070 14036 14035 14023 13107 13101 13084 13022 12129 12073 12072 12026 12005 12002 11131 11115 11086 11080 11075 10137 10089 09090 08119 08109 08083 08064 08044 08001 07117 07103 07046 06083 06029 06024 05069 04105 04030 
7,10,99,22039 22024 22013 22005 21145 21137 21113 21092 21053 20117 20113 20033 20014 19137 19091 19054 19048 19035 19030 19012 19009 18149 18055 18035 17136 17131 17091 17090 17042 17017 16136 16094 15127 15099 15054 15046 15028 15022 15008 15005 14149 14022 13122 13060 13029 12110 12089 12073 12060 12002 11129 11095 11075 11068 11039 11024 11014 10137 10067 10025 09119 09057 09040 09020 08124 08117 08098 08039 07117 07105 07058 07022 07004 06118 06098 06068 06054 06045 06036 05150 05142 05131 05114 05110 05053 05048 05045 05025 04105 04063 04025 04008 04001 03084 03046 03042 03020 03004 03003 
7,11,78,22022 22018 21096 21085 21084 21020 20073 20042 20018 19130 19054 19039 19022 19016 18127 18035 17153 17151 17148 17141 17131 15154 15122 15099 14041 14036 13154 13139 13113 13107 13092 13084 13015 12135 12096 12047 11151 11129 11116 11100 11093 11051 11014 11012 10038 09142 09089 09088 09048 09027 08098 08076 08035 07133 07120 07116 07112 07061 06153 06098 06067 06024 05146 05131 05119 05086 05082 05062 05059 05038 05025 04104 04059 04047 04014 03069 03046 03022 
7,12,75,22023 22005 21120 21100 21092 20126 20049 20033 20014 19127 19096 19058 19048 19037 19030 18149 18075 18058 18055 18047 18026 17153 17108 17105 17061 17055 17028 16145 16127 16123 16094 16057 16013 16012 15102 15049 15037 14120 13144 13133 13061 13020 12154 12132 12118 12079 11143 11116 11115 11086 11075 10096 10010 09154 09130 09119 09078 09053 08102 08066 08064 07120 07108 06091 05142 05140 05131 05086 05062 05037 05033 04118 04044 03078 03022 
7,13,85,22014 21120 21100 21089 21054 21047 20073 19137 19108 19062 18080 18075 18058 17153 17141 17055 17028 17008 16076 16066 15114 15070 14097 14072 14023 14016 13139 13128 13122 13079 13068 13061 13060 13050 13015 12146 12134 12110 12089 12072 12060 12050 11126 11096 11093 11032 11012 10137 10125 10111 10038 10031 10025 10008 10006 09130 09097 09060 09059 09033 09016 08145 08124 08084 08076 08039 07133 07124 07109 07108 07058 07023 07004 06016 06002 05025 04121 04079 04073 04067 04063 04034 04010 03049 03004 
